21876 60076
18593 18592 133
18593 18589 31
18594 18581 9
18594 18580 6
18594 18598 22
18594 18595 84
18595 18562 7
18595 18596 28
18595 18594 84
18596 18595 28
18596 18676 12
18596 18597 99
18597 6958 4
18597 18598 3
18597 6967 57
18597 18596 99
18598 18582 5
18598 18597 3
18598 18594 22
18599 4476 5
18599 18602 15
18599 18601 63
18600 4476 5
18600 18605 14
18600 18608 48
18601 10569 5
18601 17324 32
18601 18599 63
18602 991 5
18602 18599 15
18602 16630 144
18603 6979 32
18603 18604 21
18603 18609 36
18604 18603 21
18604 18605 177
18604 18608 115
18605 991 5
18605 18600 14
18605 18606 69
18606 353 4
18606 2531 119
18606 18605 69
18606 18607 52
18607 6959 21
18607 6957 4
18607 18615 22
18607 18606 52
18608 4486 5
18608 18604 115
18608 18600 48
18609 18564 3
18609 18567 86
18609 18603 36
18610 6961 3
18610 18618 74
18610 18619 44
18611 18614 57
18612 16631 34
18612 1492 178
18612 16627 64
18613 4538 18
18614 6954 18
18614 18615 3
18614 18611 57
18615 352 4
18615 18607 22
18615 18614 3
18616 18617 12
18617 16629 3
18617 18616 12
18617 18618 28
18618 10276 6
18618 18610 74
18618 18617 28
18619 18561 5
18619 6976 111
18619 18610 44
18620 6963 7
18620 21542 13
18620 18623 86
18620 6960 11
18621 6955 3
18621 18626 2
18621 6966 72
18621 18622 74
18622 18562 14
18622 21542 26
18622 18621 74
18623 10276 5
18623 18620 86
18623 18624 2
18624 4539 4
18624 18623 2
18624 18625 99
18625 18579 5
18625 18626 4
18625 18624 99
18626 18581 4
18626 18625 4
18626 18621 2
18627 18632 16
18627 18628 29
18627 18634 4
18627 18635 17
18628 18578 5
18628 18627 29
18628 18629 2
18629 18579 5
18629 18628 2
18629 18630 98
18630 4539 4
18630 18629 98
18630 15828 16
18631 18636 5
18631 15828 81
18631 18632 21
18631 18635 16
18632 15821 3
18632 18627 16
18632 18631 21
18633 18635 25
18634 15821 16
18634 18627 4
18635 18633 25
18635 18627 17
18635 18631 16
18636 18631 5
18636 18613 67
18637 12940 5
18637 12144 4
18637 12941 21
18637 11702 13
18638 1192 8
18638 2726 20
18638 11469 45
18639 7523 5
18639 7524 9
18639 18648 5
18639 18649 55
18640 9022 57
18640 9107 8
18640 9025 94
18641 9022 27
18642 18643 28
18642 6991 4
18643 18642 28
18643 18644 12
18643 7352 117
18644 18643 12
18644 18645 6
18644 15066 121
18645 6989 3
18645 18644 6
18645 6988 25
18645 18258 106
18646 7569 7
18646 18258 19
18646 18257 17
18646 7571 14
18647 9039 5
18647 9035 9
18647 16782 25
18648 4908 5
18648 18639 5
18648 18254 64
18648 16783 75
18649 7521 4
18649 16657 52
18649 18639 55
18650 2948 3
18650 18661 9
18650 16643 74
18651 9025 5
18651 20772 3
18651 9139 9
18652 18285 5
18652 18655 35
18652 18656 66
18653 4205 40
18653 859 9
18653 4209 118
18653 18654 71
18654 4865 5
18654 18655 28
18654 4872 36
18654 18653 71
18655 4864 5
18655 18654 28
18655 18652 35
18655 4872 28
18656 4883 3
18656 4876 9
18656 18652 66
18656 18657 33
18657 7506 5
18657 7505 28
18657 18656 33
18657 18658 41
18658 7503 9
18658 7504 3
18658 18657 41
18658 7293 24
18659 18287 7
18659 7293 5
18659 18288 34
18660 7283 4
18660 15006 7
18660 18661 54
18661 7273 17
18661 18660 54
18661 18650 9
18662 18670 74
18662 14962 43
18662 2316 6
18663 9111 5
18663 9112 22
18663 17368 39
18663 14954 62
18664 10104 3
18664 14954 5
18664 16790 36
18664 18665 22
18665 18666 9
18665 9116 36
18665 719 7
18665 18664 22
18666 18665 9
18666 18667 111
18666 2332 6
18667 707 6
18667 7196 65
18667 18666 111
18667 18668 28
18668 2223 6
18668 7197 90
18668 18667 28
18668 16644 182
18669 18671 3
18669 7192 189
18669 18672 196
18670 2225 5
18670 7193 16
18670 18671 79
18670 18662 74
18671 7202 5
18671 7199 7
18671 18669 3
18671 18670 79
18672 7320 5
18672 7319 22
18672 18673 83
18672 18669 196
18673 7322 6
18673 7321 34
18673 16642 20
18673 18672 83
18674 15479 3
18674 15449 57
18674 18675 117
18675 15488 8
18675 15489 71
18675 18674 117
18676 349 11
18676 18596 12
18676 18590 6
18677 16788 7
18677 10074 42
18677 16789 68
18677 18681 47
18678 9479 2
18678 18679 19
18678 9478 12
18678 10106 55
18679 18678 19
18679 9477 82
18679 14966 90
18680 14967 13
18680 2323 8
18680 18681 64
18680 7187 7
18681 16787 7
18681 16786 34
18681 18677 47
18681 18680 64
18682 18683 11
18682 7192 45
18682 7318 29
18683 18682 11
18684 7184 48
18684 7187 26
18684 18685 13
18684 7317 7
18685 14967 10
18685 14969 3
18685 18684 13
18686 15125 17
18686 9021 47
18686 9187 22
18687 7128 12
18687 62 7
18687 11294 6
18687 11296 8
18688 11402 5
18688 11453 5
18688 3147 32
18689 10598 55
18689 11201 5
18689 11441 4
18690 59 6
18690 3160 80
18690 11295 6
18690 11292 7
18691 7080 66
18692 12321 11
18692 12239 4
18692 11049 114
18693 4431 5
18693 15517 7
18693 15257 6
18693 4918 136
18694 5576 4
18694 15518 18
18694 5574 152
18694 12321 150
18695 15498 18
18695 15514 39
18695 12038 67
18696 979 5
18696 20768 9
18696 12094 6
18696 6937 10
18697 12094 15
18697 12092 71
18697 12286 4
18698 18699 5
18698 6934 70
18698 12096 40
18699 18700 21
18699 6937 40
18699 18698 5
18700 18699 21
18700 15339 46
18700 6950 68
18701 80 5
18701 18702 4
18701 18704 4
18702 15235 17
18702 18701 4
18702 11488 21
18703 18704 5
18703 7159 4
18703 12218 81
18704 18703 5
18704 18701 4
18704 12213 131
18705 14200 87
18705 12188 6
18705 18706 78
18706 15269 25
18706 15270 70
18706 18705 78
18707 7099 76
18707 7094 35
18707 7095 23
18708 3062 15
18708 3074 6
18708 13509 35
18708 18709 17
18709 3125 6
18709 18708 17
18709 18710 16
18709 3102 35
18710 3102 24
18710 3083 7
18710 18709 16
18710 18711 29
18711 3078 7
18711 18710 29
18711 15309 18
18711 3088 49
18712 15343 44
18713 1427 6
18713 10926 6
18713 11401 6
18714 1763 4
18714 18719 25
18714 18716 39
18714 18728 7
18715 7245 9
18715 7244 17
18715 3067 108
18716 5549 4
18716 18724 80
18716 18714 39
18716 18727 7
18717 18729 5
18717 1483 143
18717 5547 179
18718 18725 91
18718 18721 1
18718 18719 42
18719 18721 27
18719 18714 25
18719 18718 42
18720 7252 5
18720 18723 2
18720 18724 26
18720 7253 18
18721 7254 4
18721 18718 1
18721 18719 27
18721 7255 20
18722 18725 39
18722 13531 4
18722 18723 37
18723 18722 37
18723 18720 2
18723 18724 42
18724 18720 26
18724 18716 80
18724 18723 42
18725 18729 4
18725 18722 39
18725 18718 91
18726 13531 5
18726 13532 28
18726 18727 151
18727 5549 2
18727 5552 6
18727 18716 7
18727 18726 151
18728 1763 3
18728 5551 6
18728 1483 8
18728 18714 7
18729 18717 5
18729 18725 4
18729 7254 91
18729 4785 6
18730 6340 5
18730 6324 24
18730 6338 41
18730 18744 91
18731 240 5
18731 18784 5
18731 18783 4
18732 3721 12
18732 18826 14
18732 18825 63
18733 18751 5
18733 6343 12
18733 6342 10
18733 6347 90
18734 2916 8
18734 18745 85
18734 5584 18
18734 6322 26
18735 6349 8
18735 18743 73
18735 18750 3
18736 6349 7
18736 18787 72
18736 18788 10
18737 213 7
18737 18756 5
18737 11310 5
18738 18740 63
18738 213 9
18738 18739 7
18738 18755 7
18739 18741 63
18739 18738 7
18739 18774 7
18740 214 12
18740 18738 63
18740 18741 7
18740 18742 7
18741 18739 63
18741 18740 7
18741 18780 6
18742 18755 63
18742 18743 13
18742 18740 7
18743 214 7
18743 18742 13
18743 18735 73
18744 6344 18
18744 18749 7
18744 18730 91
18745 16663 4
18745 18734 85
18745 18746 35
18746 6395 20
18746 18748 98
18746 18745 35
18747 3711 12
18747 18849 20
18747 18748 46
18748 6379 26
18748 18746 98
18748 18747 46
18749 18744 7
18749 18750 21
18749 6344 15
18750 6348 6
18750 18735 3
18750 18749 21
18751 18733 5
18751 18753 76
18751 18752 100
18752 18753 19
18752 16664 9
18752 18751 100
18753 6346 6
18753 18752 19
18753 18751 76
18754 6351 7
18754 6347 24
18754 18761 69
18755 18756 5
18755 18742 63
18755 18738 7
18756 18838 31
18756 18755 5
18756 18737 5
18757 6353 27
18757 236 9
18757 18760 6
18757 18761 10
18758 236 10
18758 234 55
18758 18763 6
18758 18792 4
18759 216 44
18759 18761 9
18759 18762 7
18759 236 11
18760 18757 6
18760 18764 7
18760 18765 328
18761 18757 10
18761 18759 9
18761 18754 69
18761 6352 27
18762 18759 7
18762 18776 43
18762 18792 7
18763 18758 6
18763 18764 12
18763 15131 185
18764 18760 7
18764 18763 12
18764 1320 15
18765 6377 5
18765 18834 91
18765 18760 328
18766 18777 42
18766 14657 7
18766 18796 5
18767 234 5
18767 18793 6
18767 18795 5
18767 18768 44
18768 233 5
18768 18794 6
18768 18797 6
18768 18767 44
18769 18770 38
18769 18799 3
18769 18791 76
18770 2850 4
18770 18790 71
18770 18798 5
18771 240 52
18771 2850 7
18771 18789 4
18771 18785 1
18772 239 8
18772 18786 3
18772 18782 2
18773 14701 152
18773 18774 5
18773 14696 4
18774 11065 152
18774 18739 7
18774 18773 5
18775 216 10
18775 18776 4
18775 18791 7
18776 18775 4
18776 18794 46
18776 18762 43
18777 18778 5
18777 14658 7
18777 235 7
18778 18777 5
18778 18796 43
18778 18795 63
18779 214 9
18779 239 54
18779 18787 5
18779 18780 5
18780 18781 74
18780 18779 5
18780 18741 6
18781 18780 74
18781 21724 5
18781 11064 91
18782 18772 2
18782 21723 22
18782 18783 19
18783 11063 107
18783 18731 4
18783 18782 19
18784 18731 5
18784 14702 108
18784 18785 49
18785 18771 1
18785 18784 49
18785 14703 92
18786 18772 3
18786 18789 75
18786 18787 53
18787 18779 5
18787 18786 53
18787 18736 72
18788 18789 66
18788 18736 10
18788 5589 5
18789 18771 4
18789 18788 66
18789 18786 75
18790 18770 71
18790 18791 36
18790 5589 5
18791 18775 7
18791 18790 36
18791 18769 76
18792 18758 4
18792 18793 48
18792 18762 7
18793 18767 6
18793 18792 48
18793 18794 44
18794 18768 6
18794 18793 44
18794 18776 46
18795 18767 5
18795 18797 45
18795 18778 63
18796 18766 5
18796 18778 43
18796 18797 62
18797 18768 6
18797 18796 62
18797 18795 45
18798 18770 5
18798 18801 55
18798 18799 38
18799 18769 3
18799 18800 57
18799 18798 38
18800 16662 3
18800 18799 57
18800 18801 43
18801 14327 4
18801 18800 43
18801 18798 55
18802 11410 2
18802 18839 5
18802 18815 91
18803 223 8
18803 18804 72
18803 18819 6
18803 18807 5
18804 18803 72
18804 209 6
18804 18805 5
18804 18810 7
18805 18804 5
18805 18819 72
18805 18817 3
18806 18844 2
18806 18845 76
18806 3712 7
18807 18803 5
18807 18810 71
18807 18808 97
18808 18809 3
18808 18807 97
18808 3712 4
18809 18808 3
18809 18810 28
18809 18841 4
18810 18804 7
18810 18840 5
18810 18809 28
18810 18807 71
18811 18886 12
18811 18812 9
18811 3727 8
18812 3732 5
18812 18816 68
18812 18811 9
18813 6272 23
18813 6271 4
18813 16680 18
18813 18814 48
18814 15896 3
18814 18813 48
18814 18815 99
18815 3732 6
18815 18814 99
18815 18802 91
18816 6274 14
18816 6273 4
18816 18817 25
18816 18812 68
18817 18839 4
18817 18805 3
18817 18816 25
18818 3723 5
18818 18886 58
18818 18819 104
18819 18803 6
18819 18805 72
18819 18818 104
18820 21617 24
18820 21620 57
18820 6298 29
18821 18825 21
18822 2873 39
18823 18828 31
18824 18828 5
18824 3716 30
18824 3720 69
18825 6376 9
18825 18821 21
18825 18732 63
18825 16091 76
18826 2873 10
18826 222 11
18826 6298 77
18826 18732 14
18827 6380 7
18827 18832 21
18827 6381 28
18827 16993 57
18828 18824 5
18828 18829 30
18828 18823 31
18828 18894 66
18829 3716 4
18829 18828 30
18829 6393 37
18829 14431 47
18830 18898 6
18830 6402 24
18830 18831 35
18831 6400 6
18831 6402 49
18831 18830 35
18832 18827 21
18832 18894 2
18832 3720 4
18833 3718 7
18833 16565 150
18833 18834 146
18834 3720 5
18834 1329 14
18834 18833 146
18834 18765 91
18835 2975 8
18835 14435 8
18835 18836 21
18836 6295 8
18836 18835 21
18836 6297 44
18836 18848 85
18837 2922 5
18837 18844 54
18837 18838 6
18837 2918 31
18838 18837 6
18838 18756 31
18839 209 5
18839 18802 5
18839 18817 4
18840 18841 28
18840 18810 5
18840 18876 7
18841 210 6
18841 18809 4
18841 18882 7
18842 11362 1
18842 11310 91
18842 3725 4
18843 6293 6
18843 18848 23
18843 18847 66
18843 6296 21
18844 18806 2
18844 18837 54
18844 3725 7
18845 2968 8
18845 18846 40
18845 18806 76
18846 6308 5
18846 18847 30
18846 18845 40
18847 18843 66
18847 6306 43
18847 18846 30
18848 18843 23
18848 8965 4
18848 18836 85
18849 2969 9
18849 14433 91
18849 6300 115
18849 18747 20
18850 211 6
18850 15255 6
18850 18884 6
18851 2901 8
18851 18855 20
18851 18854 87
18852 18855 38
18852 3646 7
18852 18853 8
18853 5973 9
18853 14497 83
18853 18852 8
18854 14500 12
18854 14497 2
18854 18851 87
18855 18852 38
18855 2879 8
18855 18851 20
18856 3627 4
18856 3577 13
18856 16699 18
18857 10723 5
18857 21049 13
18857 14498 18
18858 2897 5
18858 21049 11
18858 2885 12
18858 18859 52
18859 3577 6
18859 18858 52
18859 18860 14
18860 2909 6
18860 2390 5
18860 18859 14
18860 18861 35
18861 3647 7
18861 18860 35
18861 16640 4
18862 3597 68
18862 11235 5
18862 18866 5
18863 3647 8
18863 18866 30
18863 18864 55
18864 16699 6
18864 18863 55
18864 18865 32
18865 3597 4
18865 18866 67
18865 18864 32
18866 18862 5
18866 18865 67
18866 18863 30
18867 3597 5
18867 11119 66
18867 11235 70
18868 11242 32
18868 16616 5
18868 12307 73
18869 12306 2
18869 11242 74
18869 12307 35
18870 15255 2
18870 11307 64
18870 15254 5
18871 6246 33
18871 18885 6
18871 18879 5
18872 3722 84
18872 18873 7
18872 18883 6
18873 11362 84
18873 11312 2
18873 18872 7
18874 18875 82
18874 6246 8
18874 18880 6
18874 18878 7
18875 209 7
18875 18874 82
18875 11410 3
18875 18881 5
18876 18840 7
18876 18881 2
18876 18882 28
18877 18882 2
18877 18883 84
18877 3722 6
18878 18874 7
18878 11410 84
18878 16680 6
18879 18871 5
18879 18883 3
18879 18880 28
18880 18874 6
18880 18881 82
18880 18879 28
18881 18875 5
18881 18880 82
18881 18876 2
18882 18876 28
18882 18877 2
18882 18841 7
18883 18872 6
18883 18879 3
18883 18877 84
18884 18885 2
18884 18850 6
18884 16684 37
18885 18884 2
18885 16682 31
18885 18871 6
18886 18811 12
18886 18887 8
18886 18818 58
18886 18888 13
18887 3727 12
18887 18886 8
18887 221 59
18888 18886 13
18889 5651 2
18889 5648 2
18889 5654 6
18890 5719 49
18890 5688 5
18890 18891 167
18890 14317 174
18891 4133 5
18891 18890 167
18892 1278 8
18892 1312 9
18892 20769 24
18892 14320 177
18893 18894 18
18894 18832 2
18894 18828 66
18894 18893 18
18895 6405 14
18895 18897 6
18895 18898 60
18896 6408 13
18896 3733 47
18896 18895 13
18897 6408 10
18897 8969 54
18897 18895 6
18898 18830 6
18898 3733 13
18898 6400 35
18898 18895 60
18899 1139 6
18899 16565 16
18899 1339 141
18900 16564 14
18900 628 8
18901 244 9
18901 16596 83
18901 16597 16
18902 18903 116
18903 2880 7
18903 18902 116
18903 16705 43
18904 16000 6
18904 15998 5
18904 17992 5
18904 17989 13
18905 12496 58
18905 10425 62
18906 8937 9
18906 13231 46
18906 18953 20
18907 18953 9
18907 8937 37
18908 6671 16
18908 1360 7
18908 18909 54
18909 18928 76
18909 20789 36
18909 18908 54
18910 3736 5
18910 12413 114
18910 1359 21
18911 18928 19
18911 1359 6
18911 18929 48
18912 6625 4
18912 9297 6
18912 18926 10
18912 6626 10
18913 1358 9
18913 6659 42
18913 18929 8
18913 18932 9
18914 6641 12
18914 9315 15
18914 18915 4
18914 18916 11
18915 18914 4
18915 18927 9
18915 18923 55
18916 18917 32
18916 6644 36
18916 18914 11
18917 9310 4
18917 18916 32
18917 9313 9
18917 9306 35
18918 6632 5
18918 18919 4
18918 6630 16
18918 9300 28
18919 9301 23
18919 18918 4
18919 6633 4
18920 9302 4
18920 6633 9
18920 9306 40
18921 9302 6
18921 18924 6
18921 9314 85
18922 6646 28
18922 6649 4
18922 18923 18
18922 21812 4
18923 6643 29
18923 6648 4
18923 18915 55
18923 18922 18
18924 6635 5
18924 18925 38
18924 18921 6
18924 6636 14
18925 6627 4
18925 18926 6
18925 18924 38
18925 6628 49
18926 1368 4
18926 1367 57
18926 18912 10
18926 18925 6
18927 9314 6
18927 18915 9
18927 9262 47
18928 6665 23
18928 6669 6
18928 18909 76
18928 18911 19
18929 18913 8
18929 18911 48
18929 18930 60
18930 6660 29
18930 6657 4
18930 18929 60
18931 6654 38
18931 6659 5
18931 21810 28
18931 18932 45
18932 18913 9
18932 18931 45
18932 18933 68
18933 1357 13
18933 14430 20
18933 6640 129
18933 18932 68
18934 1361 12
18934 9256 30
18934 18935 4
18934 18936 4
18935 15233 30
18935 13141 19
18935 18934 4
18936 18934 4
18936 18941 70
18936 18942 7
18937 8933 7
18937 13144 3
18937 13142 57
18938 13143 8
18938 18942 62
18938 18939 21
18939 1364 5
18939 9261 35
18939 18938 21
18939 13143 54
18940 245 11
18940 18943 4
18940 13162 4
18940 9259 61
18941 9259 4
18941 18936 70
18941 9260 33
18941 18943 62
18942 8933 6
18942 18936 7
18942 18938 62
18943 18940 4
18943 21612 72
18943 18941 62
18944 15106 7
18944 16636 3
18945 15107 1
18945 18469 3
18945 15132 48
18946 18467 2
18946 15108 3
18946 18945 24
18947 2179 8
18947 16545 3
18947 18946 30
18948 18951 4
18948 18441 3
18948 712 9
18949 18950 7
18949 713 4
18949 18468 211
18950 8980 4
18950 18949 7
18951 18948 4
18951 16726 195
18952 10399 10
18952 693 9
18952 6573 171
18953 18906 20
18953 18907 9
18954 19 11
18954 15729 8
18954 18955 9
18954 2407 42
18955 15734 20
18955 15735 42
18955 18954 9
18956 16048 46
18956 18960 47
18956 18966 95
18957 3493 7
18957 11332 6
18957 16050 4
18958 6418 4
18958 16050 39
18958 6417 22
18958 18961 39
18959 833 4
18959 3493 46
18959 11331 7
18959 18960 9
18960 18968 90
18960 18959 9
18960 18956 47
18961 6417 24
18961 6419 4
18961 16051 21
18961 18958 39
18962 3463 26
18962 3472 30
18962 3466 34
18962 3483 36
18963 16826 61
18963 3523 39
18963 18964 16
18964 16054 17
18964 16825 62
18964 18963 16
18965 3544 6
18965 16246 22
18965 16245 23
18965 16823 42
18966 16046 48
18966 18967 6
18966 18969 41
18967 5799 40
18967 5797 48
18968 18969 4
18968 18960 90
18968 18998 5
18969 18968 4
18969 5799 4
18969 18966 41
18970 6415 4
18971 14426 63
18971 18978 4
18971 18980 5
18972 961 5
18972 18980 6
18972 18985 5
18973 961 4
18973 3507 49
18973 18985 4
18973 18976 4
18974 19000 39
18974 18976 4
18974 18978 6
18975 18976 2
18975 16042 40
18975 19001 37
18976 18975 2
18976 18974 4
18976 18973 4
18977 18978 1
18977 18982 40
18977 18983 63
18978 18974 6
18978 18977 1
18978 18971 4
18979 18980 2
18979 16034 61
18979 16038 106
18980 18971 5
18980 18979 2
18980 18972 6
18981 14424 69
18981 18982 4
18981 18999 5
18982 18981 4
18982 19000 4
18982 18977 40
18983 14425 36
18983 14426 4
18983 18977 63
18984 3507 4
18984 18985 48
18984 16041 45
18984 5983 36
18985 18984 48
18985 18972 5
18985 18973 4
18985 16039 110
18986 18993 22
18987 18205 63
18987 18207 4
18987 2203 9
18988 276 6
18988 18095 27
18988 18217 6
18988 18113 7
18989 18990 44
18989 285 7
18989 18101 6
18990 262 7
18990 18989 44
18990 18102 7
18991 262 6
18991 6557 16
18991 18105 6
18992 264 6
18992 2198 26
18992 18106 9
18992 18109 9
18993 262 6
18993 18986 22
18993 18102 7
18993 18105 6
18994 264 9
18994 2352 33
18994 18109 6
18994 18206 6
18995 6557 4
18995 264 9
18995 18106 6
18996 1876 14
18996 5415 26
18997 21076 7
18997 2236 5
18997 21078 13
18998 835 15
18998 19002 6
18998 18968 5
18999 462 9
18999 19003 5
18999 18981 5
19000 462 10
19000 19001 4
19000 18982 4
19001 19000 4
19001 18975 37
19001 16043 7
19002 18998 6
19002 19003 9
19002 19004 9
19003 14423 68
19003 18999 5
19003 19002 9
19004 19002 9
19004 19005 112
19004 19006 11
19005 834 4
19005 14365 31
19005 19004 112
19006 19008 10
19006 834 109
19006 19004 11
19007 10185 28
19007 834 10
19007 19008 112
19008 19006 10
19008 19007 112
19008 19013 159
19009 11334 38
19009 19012 6
19009 19010 65
19010 11331 35
19010 11334 9
19010 19009 65
19011 11360 62
19011 11337 13
19011 11333 6
19012 19009 6
19012 11333 3
19012 5808 6
19013 19020 9
19013 5808 7
19013 19008 159
19014 798 7
19014 11336 6
19014 19017 10
19015 798 14
19015 19039 60
19015 19016 5
19015 19017 5
19016 19022 60
19016 19015 5
19016 16244 12
19017 19015 5
19017 19014 10
19017 19018 4
19018 19017 4
19018 19020 73
19018 19021 59
19019 19020 18
19019 629 4
19019 19021 56
19020 19019 18
19020 19013 9
19020 831 6
19020 19018 73
19021 19037 5
19021 19039 6
19021 19018 59
19021 19019 56
19022 19016 60
19022 15147 114
19022 19039 5
19022 19040 5
19023 4183 8
19023 21080 17
19023 19025 12
19024 16243 9
19024 21076 18
19024 21080 18
19025 21078 5
19025 4182 8
19025 19023 12
19026 16071 5
19026 19035 71
19026 19027 86
19027 19026 86
19027 19031 18
19027 19205 6
19028 11871 5
19028 11870 64
19028 4235 4
19029 11752 5
19029 19030 51
19029 4235 4
19030 19154 47
19030 964 10
19030 19029 51
19030 19156 8
19031 6414 5
19031 19027 18
19031 19195 5
19031 6413 25
19032 19195 45
19032 19186 5
19032 19033 79
19033 19035 7
19033 19034 3
19033 19032 79
19034 785 5
19034 19033 3
19034 11696 5
19035 19026 71
19035 19033 7
19035 11751 31
19035 785 9
19036 14375 4
19036 11748 2
19036 11751 61
19037 797 6
19037 19044 6
19037 19021 5
19037 629 56
19038 797 6
19038 11585 5
19038 19044 6
19038 6427 17
19039 19015 60
19039 797 5
19039 19021 6
19039 19022 5
19040 3528 91
19040 19022 5
19040 11585 6
19041 6427 5
19041 19044 16
19041 19042 55
19041 6426 54
19042 11584 5
19042 19041 55
19042 11747 17
19043 629 6
19043 6425 23
19043 19044 55
19044 19038 6
19044 19037 6
19044 19041 16
19044 19043 55
19045 11138 22
19045 11139 2
19045 9837 5
19046 14740 6
19046 14889 8
19046 162 7
19046 167 32
19047 585 5
19047 13031 5
19047 13039 6
19048 19047 40
19048 13032 4
19048 13040 6
19049 8769 7
19049 19051 66
19049 19050 58
19049 13428 45
19050 19207 23
19050 6463 32
19050 19049 58
19051 5811 52
19051 19049 66
19051 19148 45
19052 5811 36
19052 13427 5
19052 13424 11
19053 5810 4
19053 19055 86
19053 19056 36
19053 6226 44
19054 5809 26
19054 803 4
19054 19057 32
19054 19058 86
19055 19249 58
19055 19053 86
19055 1644 5
19056 13427 4
19056 19053 36
19056 19057 60
19057 19054 32
19057 13426 4
19057 19056 60
19058 19054 86
19058 19249 1
19058 19246 5
19059 14619 39
19060 19098 4
19060 19123 4
19060 962 3
19061 19115 4
19061 19098 3
19061 19062 19
19062 19099 3
19062 19114 4
19062 959 4
19063 1071 7
19063 19091 4
19063 19065 4
19064 6508 9
19064 1071 4
19064 19126 4
19064 19091 7
19065 19063 4
19065 19093 17
19065 19094 63
19066 19063 18
19066 19092 4
19066 19093 4
19067 12735 4
19067 4257 8
19067 4263 8
19068 4263 7
19068 19093 19
19068 19070 3
19069 952 9
19069 19088 1
19069 19089 160
19070 952 5
19070 19095 75
19070 19068 3
19071 19221 17
19071 12734 1
19071 4251 8
19072 1636 5
19072 19095 5
19072 19096 5
19072 19075 20
19073 19124 3
19073 19097 4
19073 19060 31
19074 19094 4
19074 19127 4
19074 1635 5
19075 1635 4
19075 19097 5
19075 19094 6
19075 19072 20
19076 19089 6
19076 19117 5
19076 460 5
19076 959 42
19077 4250 57
19077 19147 5
19077 19151 6
19077 460 6
19078 958 5
19078 10529 59
19078 19150 5
19078 13430 5
19079 19086 5
19079 19090 5
19079 5798 144
19080 5798 4
19080 19090 144
19080 19088 43
19081 5798 4
19081 19085 23
19081 19086 146
19082 958 8
19082 957 19
19082 19083 5
19082 19084 6
19083 13433 102
19083 13430 4
19083 19082 5
19084 19082 6
19084 19086 3
19084 19087 14
19085 5800 9
19085 19087 142
19085 19081 23
19086 19079 5
19086 19084 3
19086 19081 146
19087 16313 6
19087 19084 14
19087 19085 142
19088 4251 7
19088 19069 1
19088 19080 43
19089 19076 6
19089 19090 33
19089 19069 160
19090 19079 5
19090 19089 33
19090 19080 144
19091 19064 7
19091 19063 4
19091 14416 95
19091 19092 19
19092 19066 4
19092 14415 57
19092 19091 19
19093 19066 4
19093 19068 19
19093 19065 17
19094 19065 63
19094 19095 20
19094 19075 6
19094 19074 4
19095 19072 5
19095 19094 20
19095 19070 75
19096 19072 5
19096 19099 31
19096 19097 19
19097 19096 19
19097 19098 31
19097 19073 4
19097 19075 5
19098 19097 31
19098 19099 19
19098 19061 3
19098 19060 4
19099 19062 3
19099 19098 19
19099 19096 31
19100 4264 5
19100 19116 18
19100 19117 1
19101 4264 6
19101 21639 123
19101 19147 1
19102 1634 5
19102 19130 5
19102 19125 4
19103 19102 30
19103 19122 4
19103 19132 4
19104 19121 5
19104 19122 4
19104 19109 46
19105 12278 5
19105 19132 5
19105 19134 5
19106 12278 5
19106 19134 5
19106 19121 4
19107 19106 38
19107 19118 5
19107 19135 5
19108 19119 4
19108 19116 4
19108 954 5
19109 19123 3
19109 19120 5
19109 962 4
19110 19108 38
19110 19120 4
19110 19115 4
19111 1635 3
19111 1634 50
19111 19127 5
19111 19124 5
19112 6507 1
19112 6506 5
19112 14413 100
19112 19113 18
19113 6509 1
19113 6508 5
19113 19112 18
19113 19126 9
19114 19062 4
19114 19117 38
19114 19115 20
19115 19110 4
19115 19061 4
19115 19114 20
19115 19116 38
19116 19108 4
19116 19115 38
19116 19100 18
19117 19076 5
19117 19100 1
19117 19114 38
19118 19107 5
19118 19121 38
19118 19119 46
19119 19108 4
19119 19118 46
19119 19120 38
19120 19109 5
19120 19110 4
19120 19119 38
19120 19121 46
19121 19106 4
19121 19104 5
19121 19120 46
19121 19118 38
19122 19104 4
19122 19103 4
19122 19125 30
19122 19123 46
19123 19060 4
19123 19109 3
19123 19122 46
19123 19124 31
19124 19111 5
19124 19073 3
19124 19123 31
19124 19125 47
19125 19102 4
19125 19124 47
19125 19122 30
19126 19113 9
19126 19127 53
19126 19064 4
19127 19126 53
19127 19128 131
19127 19074 4
19127 19111 5
19128 19127 131
19128 14412 48
19128 14380 6
19129 19130 76
19129 19131 30
19129 14380 4
19130 19102 5
19130 19132 30
19130 19129 76
19131 19129 30
19131 19132 77
19131 14381 5
19132 19103 4
19132 19105 5
19132 19131 77
19132 19130 30
19133 14381 3
19133 14407 5
19133 19134 77
19134 19105 5
19134 19106 5
19134 19135 37
19134 19133 77
19135 19107 5
19135 19134 37
19135 14405 46
19136 19139 58
19136 19160 5
19136 19156 4
19137 630 4
19137 11871 5
19137 19159 5
19138 19137 58
19138 11872 4
19138 19158 6
19139 965 7
19139 19157 5
19139 19155 5
19140 4249 6
19140 19152 8
19140 19153 61
19141 4249 5
19141 19154 61
19141 19144 4
19142 4250 6
19142 19151 58
19142 19152 6
19143 4233 7
19143 19146 2
19143 19145 161
19144 4233 6
